Referência;Cor;TM;Qtdade;Valor;Total;Acrés.;Desc.;Líquido;Data
REST1566-BLUSA POLO DE LISTRAS;19-2118-Winetasting TC;M;1;149,9;149,9;0;0;149,9;25/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-1432-Chocolate Fondant;P;1;179,9;179,9;0;0;179,9;25/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-1432-Chocolate Fondant;G;1;179,9;179,9;0;47,34;132,56;25/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-3905-Rabbit TC;PP;1;179,9;179,9;0;0;179,9;25/03/2026
REST1580-BODY COM GOLA ALTA;11-0602-Snow White TC;M;1;79,9;79,9;0;0;79,9;25/03/2026
REST1580-BODY COM GOLA ALTA;19-1420-Deep Mahogany TC;P;1;79,9;79,9;0;0;79,9;25/03/2026
REST1580-BODY COM GOLA ALTA;19-1420-Deep Mahogany TC;M;2;79,9;159,8;0;0;159,8;25/03/2026
REST1587.1-BLUSA GOLA DEGAGÊ;19-1535-VINHO (Syrah TCX);G;1;99,9;99,9;0;0;99,9;25/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;17-0942-Medal Bronze TC;P;1;139,9;139,9;0;0;139,9;25/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;19-1535-VINHO (Syrah TCX);G;1;139,9;139,9;0;0;139,9;25/03/2026
REST1605-CALÇA JEANS RETA 201409;19-0000-Raven TC;40;1;179,9;179,9;0;0;179,9;25/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;40;1;179,9;179,9;0;0;179,9;25/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;42;1;179,9;179,9;0;0;179,9;25/03/2026
REST1606-CALÇA JEANS BAGGY COLOR 201294;19-0000-Raven TC;40;1;189,9;189,9;0;0;189,9;25/03/2026
REST1674-BRACELETE METAL FOSCO 3010053 R$ 69,90;1-Padrão;Padrão;1;69,9;69,9;0;0;69,9;25/03/2026
RIT2880-BLUSA C/ DECOTE V RECONDUÇÃO REST0422;19-0000-Raven TC;P;1;69,9;69,9;0;0;69,9;25/03/2026
REST0347-CAMISA ALONGADA COM BOLSOS FRONTAIS E LAPELA;SI23C001-JACQUARD ONÇA;G;1;179,9;179,9;0;14,08;165,82;26/03/2026
REST0889-VESTIDO CHEMISE C/ BOLSOS;19-0000-Raven TC;G;1;229,9;229,9;0;42,65;187,25;26/03/2026
REST1037.2-CALÇA RETA  RECONDUÇAO REST0806;19-0000-Raven TC;M;1;169,9;169,9;0;60,19;109,71;26/03/2026
REST1071.1-BLUSA TRANSPASSADA MANGA LONGA;19-1235-Brunette TC;M;1;129,9;129,9;0;15,08;114,82;26/03/2026
REST1078-TSHIRT BASICA;11-0602-Snow White TC;M;1;60,9;60,9;0;14,9;46;26/03/2026
REST1088-BLUSA COM AMARRAÇAO;19-0000-Raven TC;P;1;129,9;129,9;0;23,46;106,44;26/03/2026
REST1160-VESTIDO FLÚIDO;19-0000-Raven TC;GG;1;199,9;199,9;0;59,97;139,93;26/03/2026
REST1164-BLUSA COM VISTA TRANSPASSADA;11-0602-Snow White TC;M;1;103,9;103,9;0;25,42;78,48;26/03/2026
REST1209.1-COLETE COM DETALHE EM RECORTES E AMARRAÇÃO;12-0712-Vanilla TC;M;1;169,9;169,9;0;0;169,9;26/03/2026
REST1211.1-CAMISA BÁSICA DE LAISE;16-4018-AZUL (Ashleigh Blue TC);M;1;249,9;249,9;0;19,56;230,34;26/03/2026
REST1211.2-CALÇA DE ALFAIATARIA EM LAISE;16-4018-AZUL (Ashleigh Blue TC);P;1;259,9;259,9;0;20,34;239,56;26/03/2026
REST1236-CINTO TRANPASSADO COM NÓ;19-0000-Raven TC;Padrão;1;39,9;39,9;0;0;39,9;26/03/2026
REST1286-VESTIDO MIDI C/ ALÇAS;18-0426-Capulet Olive TC;GG;1;179,9;179,9;0;0;179,9;26/03/2026
REST1289-TOP COM PREGA DE LAISE;11-0601-Bright White TC;PP;1;159,9;159,9;0;78;81,9;26/03/2026
REST1307-VESTIDO AMPLO COM FRANZIDOS;19-1223-Downtown Brown;G;-1;0;-169,9;0;0;-169,9;26/03/2026
REST1495.1-BLUSA COM DETALHEM EM FRANZIDO LATERAL;19-0000-Raven TC;P;1;79,9;79,9;0;6,25;73,65;26/03/2026
REST1495.2-CALÇA WIDE COM CÓS DE ELÁSTICO;19-0000-Raven TC;P;1;129,9;129,9;0;10,17;119,73;26/03/2026
REST1498-REGATA COM RENDA;19-1419-Chicarry Coffe;M;1;119,9;119,9;0;13,92;105,98;26/03/2026
REST1502.2 -CALÇA ``ALADIM`` COM DETALHE EM AMARRAÇÃO;12-0703-Seedpearl TC;G;1;159,9;159,9;0;18,56;141,34;26/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;16-1210-Light Taupe TC;M;2;79,9;159,8;0;19,55;140,25;26/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;19-0000-Raven TC;G;1;79,9;79,9;0;19,55;60,35;26/03/2026
REST1528.1-BLUSA ASSIMETRICA;18-1015-Shitake TC;G;-1;0;-119,9;0;0;-119,9;26/03/2026
REST1528.2-CALÇA C/ CÓS DE ELASTICO;18-1015-Shitake TC;G;-1;0;-149,9;0;0;-149,9;26/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;19-1223-Downtown Brown;M;1;139,9;139,9;0;0;139,9;26/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;M;1;159,9;159,9;0;0;159,9;26/03/2026
REST1554-TSHIRT ESTAMPADA MANGA CURTA;19-0912-Chocolate Brown TC;PP;1;109,9;109,9;0;8,6;101,3;26/03/2026
REST1564.1-TOP TOMARA-QUE-CAIA;19-2430-Purple Potion TC;GG;1;119,9;119,9;0;0;119,9;26/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-3905-Rabbit TC;GG;1;179,9;179,9;0;0;179,9;26/03/2026
REST1571-VESTIDO CHEMISE COM MARIAS;19-1724-Cabernet;G;1;199,9;199,9;0;37,09;162,81;26/03/2026
REST1576.2-SHORT BÁSICO COM ETIQUETA;19-1109-CHOCOLATE TORTE TCX;M;1;119,9;119,9;0;0;119,9;26/03/2026
REST1580-BODY COM GOLA ALTA;11-0602-Snow White TC;M;1;79,9;79,9;0;19,55;60,35;26/03/2026
REST1580-BODY COM GOLA ALTA;19-0000-Raven TC;M;1;79,9;79,9;0;19,55;60,35;26/03/2026
REST1580-BODY COM GOLA ALTA;19-1420-Deep Mahogany TC;M;1;79,9;79,9;0;19,55;60,35;26/03/2026
REST1581-BODY BÁSICO MANGA LONGA;19-1420-Deep Mahogany TC;PP;1;89,9;89,9;0;0;89,9;26/03/2026
REST1587.1-BLUSA GOLA DEGAGÊ;17-0942-Medal Bronze TC;M;1;99,9;99,9;0;0;99,9;26/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;17-0942-Medal Bronze TC;M;2;139,9;279,8;0;10,95;268,85;26/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;19-1535-VINHO (Syrah TCX);PP;1;139,9;139,9;0;25,26;114,64;26/03/2026
REST1595.1-TSHIRT BÁSICA CANELADA;19-1522-Zinfandel TC;P;1;89,9;89,9;0;0;89,9;26/03/2026
REST1595.2-CALÇA BÁSICA CANELADA;19-1522-Zinfandel TC;M;1;99,9;99,9;0;0;99,9;26/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;40;1;179,9;179,9;0;0;179,9;26/03/2026
REST1606-CALÇA JEANS BAGGY COLOR 201294;19-0000-Raven TC;38;1;189,9;189,9;0;46,47;143,43;26/03/2026
REST3004-CINTO METAL ELOS REDONDOS 202222;4-DOURADO;Padrão;1;49,9;49,9;0;0;49,9;26/03/2026
REST0248.1-TOP COM LASTEX COSTAS (REST0248);19-0000-Raven TC;G;1;79,9;79,9;0;13,32;66,58;27/03/2026
REST0347-CAMISA ALONGADA COM BOLSOS FRONTAIS E LAPELA;SI23C002-JACQUARD PARIS ONÇA;GG;1;179,9;179,9;0;16,03;163,87;27/03/2026
REST0415.1-CASACO COM LAPELAS (REST0415);16-1327-Toasted Nut TC;GG;1;169,9;169,9;0;63,18;106,72;27/03/2026
REST0525-VESTIDO CHEMISE C/ CINTO;15-1040-ICED COFFEE ;M;1;159,9;159,9;0;42,12;117,78;27/03/2026
REST0960-JAQUETA ALONGADA;19-0000-Raven TC;GG;1;349,9;349,9;0;130,11;219,79;27/03/2026
REST0960-JAQUETA ALONGADA;19-1526-Dark Red Brown TC;M;1;349,9;349,9;0;68,83;281,07;27/03/2026
REST0960-JAQUETA ALONGADA;19-1526-Dark Red Brown TC;GG;1;349,9;349,9;0;130,11;219,79;27/03/2026
REST1028-BATA BABADOS;19-1223-Downtown Brown;P;1;159,9;159,9;0;17,34;142,56;27/03/2026
REST1058.1-BLUSA C/ ZÍPER;19-4118-Dark Denim TC;GG;1;155,9;155,9;0;56,78;99,12;27/03/2026
REST1061-BLAZER TRANSPASSADO RECONDUÇÃO REST0890.1;19-1223-Downtown Brown;M;2;279,9;559,8;0;46,75;513,05;27/03/2026
REST1069.1-COLETE ALONGADO BOLSO FAKE;12-0826-Golden Haze TC;G;1;219,9;219,9;0;73,84;146,06;27/03/2026
REST1069.2-CALÇA C/ PASSANTE LATERAL;12-0826-Golden Haze TC;G;1;249,9;249,9;0;83,92;165,98;27/03/2026
REST1073.1-JAQUETA AMPLA;19-0000-Raven TC;M;1;195,9;195,9;0;51,6;144,3;27/03/2026
REST1080.1-BLUSA ASSIMETRICA;19-0000-Raven TC;G;1;109,9;109,9;0;54,95;54,95;27/03/2026
REST1090-CAMISA COM FBABADO NA VISTA;11-0602-Snow White TC;M;1;179,9;179,9;0;33,74;146,16;27/03/2026
REST1108-BLUSA GOLA POLO RETILÍNEA;19-1420-Deep Mahogany TC;P;1;143,9;143,9;0;15,6;128,3;27/03/2026
REST1167.1-BLUSA ML COM DETALHE CONTRASTANTE;19-0000-Raven TC;GG;1;139,9;139,9;0;50,95;88,95;27/03/2026
REST1167.2-CALÇA COM DETALHE CONTRASTANTE;19-0000-Raven TC;GG;1;189,9;189,9;0;69,16;120,74;27/03/2026
REST1171-CALÇA FEMININA CINTURA ALTA BALOOM - CF203;DENIN-DENIN;42;1;149,9;149,9;0;0;149,9;27/03/2026
REST1187.2-CALÇA PIJAMA;18-3949-Dazzling Blue TC;P;1;159,9;159,9;0;10,36;149,54;27/03/2026
REST1199.2-CALÇA RETA COM CÓS ELÁSTICO;15-1316-Maple Sugar TC;M;1;159,9;159,9;0;10,36;149,54;27/03/2026
REST1199.2-CALÇA RETA COM CÓS ELÁSTICO;17-0535-Green Olive TC;M;1;159,9;159,9;0;29,99;129,91;27/03/2026
REST1211.1-CAMISA BÁSICA DE LAISE;18-0317-Bronze Green TC;M;1;249,9;249,9;0;22,27;227,63;27/03/2026
REST1211.2-CALÇA DE ALFAIATARIA EM LAISE;18-0317-Bronze Green TC;M;1;259,9;259,9;0;23,16;236,74;27/03/2026
REST1244.3-COLETE C/ BOLSOS;19-4052-Classic Blue TC;PP;1;149,9;149,9;0;0;149,9;27/03/2026
REST1253.2-CALÇA WIDE COM CÓS DE ELASTICO;18-1664-Fiery Red TC;M;1;139,9;139,9;0;9,06;130,84;27/03/2026
REST1280.2-SHORT COM PREGA TIGRADO;19-0000-Raven TC;PP;1;119,9;119,9;0;7,45;112,45;27/03/2026
REST1299-REGATA MALHA CANELADA;18-1664-Fiery Red TC;M;1;79,9;79,9;0;5,17;74,73;27/03/2026
REST1299-REGATA MALHA CANELADA;19-0000-Raven TC;M;1;79,9;79,9;0;5,17;74,73;27/03/2026
REST1301-VESTIDO MIDI PAETE;19-0000-Raven TC;P;1;298,9;298,9;0;0;298,9;27/03/2026
REST1321-CAMISA LISA TRICOLINE;19-1333-Sequoia TC;M;1;179;179;0;0;179;27/03/2026
REST1441-CALÇA JEANS CROPPED;1-Padrão;36;1;199,9;199,9;0;21,67;178,23;27/03/2026
REST1442-CALÇA JEANS BALLOON;1-Padrão;38;1;199,9;199,9;0;59,87;140,03;27/03/2026
REST1494-VESTIDO DE ALÇA MIDI;ESTAMPADO-ESTAMPADO;P;-1;0;-159,9;0;0;-159,9;27/03/2026
REST1494-VESTIDO DE ALÇA MIDI;ESTAMPADO-ESTAMPADO;G;2;159,9;319,8;0;0;319,8;27/03/2026
REST1496-CALÇA ALADIM;11-0105-Antique White TC;PP;1;169,9;169,9;0;0;169,9;27/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;16-1210-Light Taupe TC;M;1;79,9;79,9;0;13,32;66,58;27/03/2026
REST1507-BLUSA DE RENDA MANGA CURTA;19-0000-Raven TC;PP;1;79,9;79,9;0;4,96;74,94;27/03/2026
REST1509.1-REGATA JUSTA PONTA ASSIMETRICA RENDA;19-0000-Raven TC;GG;1;79,9;79,9;0;13,32;66,58;27/03/2026
REST1517-BOLSA HOBO BAG DE PALHA;12-0000-White Swan TC;Padrão;1;89,9;89,9;0;4,5;85,4;27/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;17-6009-Laurel Wreath TC;P;1;139,9;139,9;0;0;139,9;27/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;17-6009-Laurel Wreath TC;G;1;159,9;159,9;0;0;159,9;27/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;18-1148-Caramel Café;M;1;119,9;119,9;0;0;119,9;27/03/2026
REST1558-BLUSA ALONGADA ASSIMÉTRICA;18-1148-Caramel Café;G;1;119,9;119,9;0;0;119,9;27/03/2026
REST1559-LENÇO FLORES + POÁ 90X90;1-Padrão;Padrão;1;69,9;69,9;0;3,5;66,4;27/03/2026
REST1568-VESTIDO REGATA LONGO;17-0517-Dusky Green TC;M;1;159,9;159,9;0;52,38;107,52;27/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-3905-Rabbit TC;P;1;179,9;179,9;0;0;179,9;27/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-3905-Rabbit TC;M;1;179,9;179,9;0;16,03;163,87;27/03/2026
REST1570-CALÇA COM PREGAS E BOLSOS CT;19-3905-Rabbit TC;G;1;179,9;179,9;0;58,93;120,97;27/03/2026
REST1572.2-CALÇA BÁSICA COM ESTAMPA;19-1557-Chili Pepper TC;P;1;149,9;149,9;0;0;149,9;27/03/2026
REST1575-TSHIT BICOLOR COM  ESTAMPA;11-0602-Snow White TC;M;1;99,9;99,9;0;0;99,9;27/03/2026
REST1576.1-BLUSA BÁSICA COM ETIQUETA;18-0317-Bronze Green TC;M;1;89,9;89,9;0;17,68;72,22;27/03/2026
REST1576.1-BLUSA BÁSICA COM ETIQUETA;19-1109-CHOCOLATE TORTE TCX;P;1;89,9;89,9;0;0;89,9;27/03/2026
REST1576.1-BLUSA BÁSICA COM ETIQUETA;19-1109-CHOCOLATE TORTE TCX;M;1;89,9;89,9;0;0;89,9;27/03/2026
REST1576.1-BLUSA BÁSICA COM ETIQUETA;19-1109-CHOCOLATE TORTE TCX;GG;1;89,9;89,9;0;17,68;72,22;27/03/2026
REST1576.2-SHORT BÁSICO COM ETIQUETA;18-0317-Bronze Green TC;G;1;119,9;119,9;0;23,59;96,31;27/03/2026
REST1576.2-SHORT BÁSICO COM ETIQUETA;19-1109-CHOCOLATE TORTE TCX;P;2;119,9;239,8;0;6;233,81;27/03/2026
REST1576.2-SHORT BÁSICO COM ETIQUETA;19-1109-CHOCOLATE TORTE TCX;GG;1;119,9;119,9;0;44,59;75,31;27/03/2026
REST1580-BODY COM GOLA ALTA;19-1420-Deep Mahogany TC;M;-1;0;-79,9;0;0;-79,9;27/03/2026
REST1587.1-BLUSA GOLA DEGAGÊ;19-1535-VINHO (Syrah TCX);P;1;99,9;99,9;0;0;99,9;27/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;17-0942-Medal Bronze TC;M;1;139,9;139,9;0;12,47;127,43;27/03/2026
REST1587.2-CALÇA COM AMARRAÇÃO;19-1535-VINHO (Syrah TCX);P;1;139,9;139,9;0;0;139,9;27/03/2026
REST1604-BLUSA  COM BABADO;11-0602-Snow White TC;PP;1;159,9;159,9;0;17,34;142,56;27/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;40;1;179,9;179,9;0;10,49;169,41;27/03/2026
REST1606-CALÇA JEANS BAGGY COLOR 201294;19-0000-Raven TC;38;1;189,9;189,9;0;9,5;180,4;27/03/2026
REST1608-CALÇA JEANS BALLON 201462;DENIM ESCU-DENIM ESCURO;36;1;169,9;169,9;0;10;159,9;27/03/2026
REST1608-CALÇA JEANS BALLON 201462;DENIM ESCU-DENIM ESCURO;38;1;169,9;169,9;0;0;169,9;27/03/2026
REST1608-CALÇA JEANS BALLON 201462;DENIM ESCU-DENIM ESCURO;40;3;169,9;509,7;0;18,4;491,3;27/03/2026
REST1608-CALÇA JEANS BALLON 201462;DENIM ESCU-DENIM ESCURO;42;1;169,9;169,9;0;33,42;136,48;27/03/2026
REST3003-CINTO METAL ELOS 202390;4-DOURADO;Padrão;1;49,9;49,9;0;3,1;46,8;27/03/2026
RIT2904-VESTIDO MEIA VISTA RECONDUÇÃO REST0647;SI24R006-SI24R006 CONSTELAR - 64 ALT;G;4;89,9;359,6;0;30,03;329,57;27/03/2026
RIT2940.1-CAMISA MANGA LONGA RECONDUÇÃO REST0662.1;CC0040-E-SV25R015 FOLHAGENS ALT1;M;1;89,9;89,9;0;0;89,9;27/03/2026
REST0290.2-CALÇA DE ALFAIATARIA COM PREGAS (REST0291);15-1125-Porcini;PP;1;169,9;169,9;0;47,22;122,68;28/03/2026
REST0676.5-SAIA BALONÊ;19-4037-Bright Cobalt TC;P;1;129,9;129,9;0;64,95;64,95;28/03/2026
REST0838-CAMISETA GOLA POLO;18-1664-Fiery Red TC;M;1;89,9;89,9;0;13,49;76,41;28/03/2026
REST0849-BLUSA GOLA LAÇO;19-0000-Raven TC;PP;1;119,9;119,9;0;59,95;59,95;28/03/2026
REST1084-SHORT SAIA;18-1664-Fiery Red TC;M;1;169,9;169,9;0;40,42;129,48;28/03/2026
REST1118-REGATA C/ RENDA NO DECOTE;19-3923-Navy Blazer;GG;1;89,9;89,9;0;44,95;44,95;28/03/2026
REST1122-SAIA BABADOS;19-0000-Raven TC;P;1;189,9;189,9;0;115,85;74,05;28/03/2026
REST1145-VESTIDO COM PREGAS;18-0317-Bronze Green TC;M;1;279,9;279,9;0;43,29;236,61;28/03/2026
REST1146.1-REGATA COM DETALHE NAS ALÇAS;19-4052-Classic Blue TC;P;1;99,9;99,9;0;23,77;76,13;28/03/2026
REST1146.2-SHORT COM DETALHE EM BOLSO;19-4052-Classic Blue TC;P;1;139,9;139,9;0;33,28;106,62;28/03/2026
REST1163-SAIA COM CINTO;17-1224-Camel TC;M;1;219,9;219,9;0;34,01;185,89;28/03/2026
REST1163-SAIA COM CINTO;19-3923-Navy Blazer;P;1;219,9;219,9;0;0;219,9;28/03/2026
REST1204-VESTIDO BABADOS;19-0912-Chocolate Brown TC;M;1;259,9;259,9;0;0;259,9;28/03/2026
REST1231-VESTIDO LONGO COM DETALHE NAS ALÇAS;19-0000-Raven TC;M;1;229,9;229,9;0;0;229,9;28/03/2026
REST1237-CINTO COM FIVELA DE TRANSPASSE;17-1224-Camel TC;Padrão;1;39,9;39,9;0;0;39,9;28/03/2026
REST1241.2-CALÇA ALFAIATARIA CREPONADA;13-0907-Sandshell TC;M;1;239,9;239,9;0;0;239,9;28/03/2026
REST1257-CAMISA COM BOLSO;11-4300-Marshmallow TC;P;1;179,9;179,9;0;27,82;152,08;28/03/2026
REST1307-VESTIDO AMPLO COM FRANZIDOS;18-0117-Vineyard Green TC;M;1;169,9;169,9;0;84,67;85,23;28/03/2026
REST1322-CAMISA LISTRAS;12-0736-Lemon Drop TC;P;1;159;159;0;54,42;104,58;28/03/2026
REST1442-CALÇA JEANS BALLOON;1-Padrão;40;1;199,9;199,9;0;0;199,9;28/03/2026
REST1495.2-CALÇA WIDE COM CÓS DE ELÁSTICO;19-0000-Raven TC;GG;1;129,9;129,9;0;0;129,9;28/03/2026
REST1500.2-CALÇA RETA C/ PREGAS;19-0512-Ivy Green TC;M;1;159,9;159,9;0;24,73;135,17;28/03/2026
REST1502.1-REGATA COM DETALHE EM BABADOS;12-0703-Seedpearl TC;M;1;119,9;119,9;0;8,56;111,34;28/03/2026
REST1521.1-CAMISA DE LINHO MANGA CURTA;17-0636-Green Moss TC;P;1;129,9;129,9;0;20,09;109,81;28/03/2026
REST1525.1-TSHIRT BÁSICA TRICOLOR;19-1118-Chestnut TC;G;1;129,9;129,9;0;0;129,9;28/03/2026
REST1525.2-CALÇA RETA BICOLOR;19-1118-Chestnut TC;G;1;129,9;129,9;0;0;129,9;28/03/2026
REST1526-BLUSA C/ FRANZIDOS NO OMBRO;13-1420-Verde;M;1;109,9;109,9;0;0;109,9;28/03/2026
REST1528.1-BLUSA ASSIMETRICA;19-0515-Olive Night TC;P;1;119,9;119,9;0;2,5;117,4;28/03/2026
REST1528.1-BLUSA ASSIMETRICA;19-0515-Olive Night TC;G;1;119,9;119,9;0;0;119,9;28/03/2026
REST1528.2-CALÇA C/ CÓS DE ELASTICO;19-0515-Olive Night TC;P;1;149,9;149,9;0;3,13;146,77;28/03/2026
REST1531-CALÇA DE ALFAIATARIA COM GORGURÃO LATERAL;15-1308-Doeskin TC;M;1;179,9;179,9;0;3,75;176,15;28/03/2026
REST1531-CALÇA DE ALFAIATARIA COM GORGURÃO LATERAL;19-0000-Raven TC;P;1;179,9;179,9;0;61,58;118,32;28/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;17-6009-Laurel Wreath TC;PP;1;139,9;139,9;0;47,89;92,01;28/03/2026
REST1534.1-REGATA COM VISTA FUNCIONAL;19-1223-Downtown Brown;P;1;139,9;139,9;0;2,92;136,98;28/03/2026
REST1534.2-SAIA COM FENDAS LATERAIS E AMARRAÇÃO;19-1223-Downtown Brown;P;1;159,9;159,9;0;3,33;156,57;28/03/2026
REST1547-BLUSA AMARRAÇÃO COSTAS;19-0000-Raven TC;M;1;139,9;139,9;0;0;139,9;28/03/2026
REST1550.1-CAMISA MANGA CURTA LISA;19-1320-Sable TC;P;1;159,9;159,9;0;0;159,9;28/03/2026
REST1550.2-CALÇA RETA COM BOLSO FACA;19-1320-Sable TC;M;1;198,9;198,9;0;0;198,9;28/03/2026
REST1569-SHORT SAIA COM BOLSOS;19-3905-Rabbit TC;P;1;149,9;149,9;0;0;149,9;28/03/2026
REST1572.1-TSHIRT BÁSICA COM ESTAMPA;19-1557-Chili Pepper TC;PP;1;99,9;99,9;0;0;99,9;28/03/2026
REST1572.2-CALÇA BÁSICA COM ESTAMPA;19-1557-Chili Pepper TC;P;2;149,9;299,8;0;35,66;264,14;28/03/2026
REST1575-TSHIT BICOLOR COM  ESTAMPA;11-0602-Snow White TC;PP;1;99,9;99,9;0;23,77;76,13;28/03/2026
REST1576.1-BLUSA BÁSICA COM ETIQUETA;19-1109-CHOCOLATE TORTE TCX;P;1;89,9;89,9;0;0;89,9;28/03/2026
REST1583-VESTIDO MIDI DECOTE V;19-4024-Dress Blues TC;M;1;199,9;199,9;0;0;199,9;28/03/2026
REST1591-CAMISA MANGA LONGA COM GRAVATA;18-3937-Blue Yonder TC;PP;1;198,9;198,9;0;0;198,9;28/03/2026
REST1600.1-AGASALHO MANGA LONGA TEXTURIZADO;17-1322-Burro TC;G;1;129,9;129,9;0;0;129,9;28/03/2026
REST1600.1-AGASALHO MANGA LONGA TEXTURIZADO;19-0915-Coffee Bean;PP;1;129,9;129,9;0;0;129,9;28/03/2026
REST1605-CALÇA JEANS RETA 201409;DENIM MEDI-DENIM MÉDIO;36;1;179,9;179,9;0;61,58;118,32;28/03/2026
REST1606-CALÇA JEANS BAGGY COLOR 201294;19-0000-Raven TC;40;1;189,9;189,9;0;0;189,9;28/03/2026
REST1608-CALÇA JEANS BALLON 201462;DENIM ESCU-DENIM ESCURO;40;1;169,9;169,9;0;29,32;140,58;28/03/2026
REST1609-CALÇA JEANS MOM 1866;19-0000-Raven TC;38;1;169,9;169,9;0;0;169,9;28/03/2026
REST1609-CALÇA JEANS MOM 1866;19-0000-Raven TC;42;1;169,9;169,9;0;29,32;140,58;28/03/2026
REST1609-CALÇA JEANS MOM 1866;DENIMCLARO-DENIM CLARO;38;1;169,9;169,9;0;0;169,9;28/03/2026
