Loja,Referência,Reduzido,EAN,Tipo Produto,Descrição,Categoria,Atributo,Estação,Marca,Genero,Colecao,Quantidade em Estoque,Quantidade Empenhada,Disponivel,URL Imagem,Preço de venda do Unitário,Preço de venda do Estoque,Custo Estoque,Data Estoque
RITMI STUDIO NACOES SHOPPING,RESB0002_161183,RESB0002PRETOU,7897230228242.0,,RESB0002 - BOLSA BUCKET 02 B6838,BOLSA,Corpreto - U,,RITMI STUDIO BAGS,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/08/design-sem-nome-2025-08-07t162919.328.jpg,179.9,359.8,246.15,05-02-2026
RITMI STUDIO NACOES SHOPPING,RESB0003_161184,RESB0003MARROMU,7897230228259.0,,RESB0003 - BOLSA CROSSBODY 03 B6839,BOLSA,Cor - U,,RITMI STUDIO BAGS,,,3.0,0.0,3.0,https://s.ritmi.com.br/product/2025/08/design-sem-nome-2025-08-07t163139.882.jpg,175.9,527.7,198.75,18-02-2026
RITMI STUDIO NACOES SHOPPING,RESB0003_161184,RESB0003U,7897230228259.0,,RESB0003 - BOLSA CROSSBODY 03 B6839,BOLSA,Cor - U,,RITMI STUDIO BAGS,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2025/08/design-sem-nome-2025-08-07t163139.882.jpg,175.9,-175.9,0.0,23-09-2025
RITMI STUDIO NACOES SHOPPING,RESB0004_161185,RESB0004PRETOU,7897230228266.0,,RESB0004 - BOLSA SHOPPING 04 B6841,BOLSA,CorPRETO - U,,RITMI STUDIO BAGS,Feminino Adulto,,4.0,0.0,4.0,https://s.ritmi.com.br/product/2025/08/design-sem-nome-2025-08-07t163805.396.jpg,239.9,959.6,265.0,18-11-2025
RITMI STUDIO NACOES SHOPPING,RESB0004_161185,RESB0004PRETO.U,7897230228266.0,,RESB0004 - BOLSA SHOPPING 04 B6841,BOLSA,CorPRETO. - U,,RITMI STUDIO BAGS,Feminino Adulto,,-4.0,0.0,-4.0,https://s.ritmi.com.br/product/2025/08/design-sem-nome-2025-08-07t163805.396.jpg,239.9,-959.6,0.0,05-12-2025
RITMI STUDIO NACOES SHOPPING,RESB0005_161186,RESB0005MARROM 2U,7897230228273.0,,CAMISETA @ PP CINZA STELLE,BOLSA,Cor63416 - CINZA STELLE - PP,,RITMI STUDIO BAGS,Feminino Adulto,,4.0,0.0,4.0,https://s.ritmi.com.br/product/2025/08/design-sem-nome-2025-08-07t163909.660.jpg,265.9,1063.6,265.0,20-12-2025
RITMI STUDIO NACOES SHOPPING,RESB0005_161186,RESB0005U,7897230228273.0,,RESB0005 - BOLSA SHOPPING 05 B6840,BOLSA,Cor - U,,RITMI STUDIO BAGS,Feminino Adulto,,-2.0,0.0,-2.0,https://s.ritmi.com.br/product/2025/08/design-sem-nome-2025-08-07t163909.660.jpg,265.9,-531.8,0.0,30-11-2025
RITMI STUDIO NACOES SHOPPING,REST0027_140154,REST002717-3020PP,7890400001379.0,,REST0027 - BLUSA COM PREGAS NA MANGA,BLUSA,Cor17-3020 - PP,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0027-001.jpg,59.0,-59.0,-119.9,03-12-2025
RITMI STUDIO NACOES SHOPPING,REST0027_140154,REST002719-3955G,7890400001447.0,,REST0027 - BLUSA COM PREGAS NA MANGA,BLUSA,Cor19-3955 - G,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0027-001.jpg,59.0,-59.0,-84.93,03-12-2025
RITMI STUDIO NACOES SHOPPING,REST0027_140154,REST002719-3955PP,7890400001416.0,,REST0027 - BLUSA COM PREGAS NA MANGA,BLUSA,Cor19-3955 - PP,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0027-001.jpg,59.0,59.0,84.93,03-12-2025
RITMI STUDIO NACOES SHOPPING,REST0030_140501,REST003012-0812M,7890400002444.0,,REST0030 - CALÇA DE LINHO ESTAMPADA,CALÇA,Cor12-0812 - M,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0030-001.jpg,79.0,79.0,219.9,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0041_140499,REST004114-1108P,7890400002512.0,,REST0041 - BLAZER COM BOTOES,BLAZER,Cor14-1108 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0041-003.jpg,119.0,119.0,299.9,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0067_136206,REST006711-0602P,7890400000051.0,,REST0067 - CAMISETA LISTRADA,CAMISETA,Cor11-0602 - P,,RITMI STUDIO,Feminino Adulto,,0.0,1.0,-1.0,https://placehold.co/600x400?text=Sem_Imagem,56.9,0.0,0.0,11-09-2025
RITMI STUDIO NACOES SHOPPING,REST0075_136200,REST007517-1145P,7890400000020.0,,REST0075 - VESTIDO DE ALÇA C/ BABADOS,VESTIDO,Cor17-1145 - P,,RITMI STUDIO,Feminino Adulto,,0.0,1.0,-1.0,https://placehold.co/600x400?text=Sem_Imagem,169.9,0.0,0.0,11-09-2025
RITMI STUDIO NACOES SHOPPING,REST0075_136200,REST007517-1145PP,7890400000013.0,,REST0075 - VESTIDO DE ALÇA C/ BABADOS,VESTIDO,Cor17-1145 - PP,,RITMI STUDIO,Feminino Adulto,,0.0,1.0,-1.0,https://placehold.co/600x400?text=Sem_Imagem,169.9,0.0,0.0,11-09-2025
RITMI STUDIO NACOES SHOPPING,REST0098_141346,REST009819-0000M,7890400003670.0,,REST0098 - VESTIDO BALONE MANGAS BUFANTES,VESTIDO,Cor19-0000 - M,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0098-002.jpg,99.0,99.0,159.9,26-02-2026
RITMI STUDIO NACOES SHOPPING,REST0098_141346,REST009819-0000P,7890400003663.0,,REST0098 - VESTIDO BALONE MANGAS BUFANTES,VESTIDO,Cor19-0000 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0098-002.jpg,99.0,-99.0,-159.9,26-02-2026
RITMI STUDIO NACOES SHOPPING,REST0124_145693,REST012416-6339G,7890400008750.0,,REST0124 - VESTIDO CURTO MANGA BUFANTE,VESTIDO,Cor16-6339 - G,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0124-003.jpg,99.0,99.0,159.9,26-02-2026
RITMI STUDIO NACOES SHOPPING,REST0124_145693,REST012416-6339M,7890400008743.0,,REST0124 - VESTIDO CURTO MANGA BUFANTE,VESTIDO,Cor16-6339 - M,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2024/11/rest0124-003.jpg,99.0,198.0,319.8,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0124_145693,REST012418-1763M,7890400008781.0,,REST0124 - VESTIDO CURTO MANGA BUFANTE,VESTIDO,Cor18-1763 - M,,RITMI STUDIO,Feminino Adulto,,-2.0,0.0,-2.0,https://s.ritmi.com.br/product/2024/11/rest0124-003.jpg,99.0,-198.0,-319.8,19-02-2026
RITMI STUDIO NACOES SHOPPING,REST0138_141502,REST013814-4620M,7890400009856.0,,REST0138 - TOP DE ALCINHA COM LASTEX,TOP,Cor14-4620 - M,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0138-003.jpg,89.9,89.9,89.9,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0138_141502,REST013814-4620P,7890400009849.0,,REST0138 - TOP DE ALCINHA COM LASTEX,TOP,Cor14-4620 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0138-003.jpg,89.9,-89.9,-89.9,26-02-2026
RITMI STUDIO NACOES SHOPPING,REST0142.1_142822,REST0142.116-1546P,7890400003748.0,,REST0142.1 - TOP ACETINADO (REST0142),TOP,Cor16-1546 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0142-002.jpg,79.9,-79.9,-79.9,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0169.2_145742,REST0169.219-0000G,7890400005483.0,,REST0169.2 - SAIA MID C/ BABADOS (REST0165),SAIAACETINADA,Cor19-0000 - G,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2024/11/rest0169.2-001.jpg,139.9,279.8,169.46,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0169.2_145742,REST0169.219-0000GG,7890400005490.0,,REST0169.2 - SAIA MID C/ BABADOS (REST0165),SAIAACETINADA,Cor19-0000 - GG,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0169.2-001.jpg,139.9,139.9,84.73,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0169.2_145742,REST0169.219-0000M,7890400005476.0,,REST0169.2 - SAIA MID C/ BABADOS (REST0165),SAIAACETINADA,Cor19-0000 - M,,RITMI STUDIO,Feminino Adulto,,4.0,0.0,4.0,https://s.ritmi.com.br/product/2024/11/rest0169.2-001.jpg,139.9,559.6,338.92,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0169.2_145742,REST0169.219-0000P,7890400005469.0,,REST0169.2 - SAIA MID C/ BABADOS (REST0165),SAIAACETINADA,Cor19-0000 - P,,RITMI STUDIO,Feminino Adulto,,3.0,0.0,3.0,https://s.ritmi.com.br/product/2024/11/rest0169.2-001.jpg,139.9,419.7,254.19,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0169.2_145742,REST0169.219-0000PP,7890400005452.0,,REST0169.2 - SAIA MID C/ BABADOS (REST0165),SAIAACETINADA,Cor19-0000 - PP,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0169.2-001.jpg,139.9,139.9,73.03,16-12-2025
RITMI STUDIO NACOES SHOPPING,REST0177_145699,REST017714-1159P,7890400006855.0,,REST0177 - VESTIDO TRANSPASSADO,VESTIDO,Cor14-1159 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0177-002.jpg,99.0,99.0,139.9,23-12-2025
RITMI STUDIO NACOES SHOPPING,REST0177_145699,REST017718-3930M,7890400006909.0,,REST0177 - VESTIDO TRANSPASSADO,VESTIDO,Cor18-3930 - M,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0177-002.jpg,99.0,-99.0,0.0,22-12-2025
RITMI STUDIO NACOES SHOPPING,REST0177_145699,REST017718-3930P,7890400006893.0,,REST0177 - VESTIDO TRANSPASSADO,VESTIDO,Cor18-3930 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0177-002.jpg,99.0,-99.0,-58.25,26-12-2025
RITMI STUDIO NACOES SHOPPING,REST0209.1_147096,REST0209.112-0000G,7890400011422.0,,REST0209.1 - BLUSA MANGA MORCEGO (REST0209),BLUSA,Cor12-0000 - G,,RITMI STUDIO,Feminino Adulto,,4.0,0.0,4.0,https://s.ritmi.com.br/product/2025/01/blusa-2.jpg,89.9,359.6,359.6,05-02-2026
RITMI STUDIO NACOES SHOPPING,REST0209.1_147096,REST0209.112-0000M,7890400011415.0,,REST0209.1 - BLUSA MANGA MORCEGO (REST0209),BLUSA,Cor12-0000 - M,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/01/blusa-2.jpg,89.9,179.8,179.8,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0209.1_147096,REST0209.112-0000P,7890400011408.0,,REST0209.1 - BLUSA MANGA MORCEGO (REST0209),BLUSA,Cor12-0000 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2025/01/blusa-2.jpg,89.9,89.9,89.9,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0235.1_147041,REST0235.114-1118M,7890400012481.0,,REST0235.1 - TOP COM TORÇÃO (REST0235),TOP,Cor14-1118 - M,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2025/01/ritmi-dia01-8043.jpg,59.0,-59.0,-79.9,26-02-2026
RITMI STUDIO NACOES SHOPPING,REST0235.2_147097,REST0235.214-1118P,7890400012511.0,,REST0235.2 - CALÇA PANTALONA COM BARRA LARGA (REST0232),CALÇA,Cor14-1118 - P,,RITMI STUDIO,Feminino Adulto,,-4.0,0.0,-4.0,https://s.ritmi.com.br/product/2025/01/ritmi-dia01-8048.jpg,79.0,-316.0,-479.6,18-12-2025
RITMI STUDIO NACOES SHOPPING,REST0235.2_147097,REST0235.214-1118PP,7890400012504.0,,REST0235.2 - CALÇA PANTALONA COM BARRA LARGA (REST0232),CALÇA,Cor14-1118 - PP,,RITMI STUDIO,Feminino Adulto,,-3.0,0.0,-3.0,https://s.ritmi.com.br/product/2025/01/ritmi-dia01-8048.jpg,79.0,-237.0,-359.7,18-12-2025
RITMI STUDIO NACOES SHOPPING,REST0240_147919,REST024015-0343P,7890400012191.0,,REST0240 - VESTIDO MIDI VISCOSE,VESTIDO,Cor15-0343 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0240-003.jpg,99.0,99.0,219.9,29-11-2025
RITMI STUDIO NACOES SHOPPING,REST0240_147919,REST024015-0343PP,7890400012184.0,,REST0240 - VESTIDO MIDI VISCOSE,VESTIDO,Cor15-0343 - PP,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0240-003.jpg,99.0,-99.0,0.0,23-11-2025
RITMI STUDIO NACOES SHOPPING,REST0240_147919,REST024019-4050PP,7890400012221.0,,REST0240 - VESTIDO MIDI VISCOSE,VESTIDO,Cor19-4050 - PP,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0240-003.jpg,99.0,99.0,94.25,13-11-2025
RITMI STUDIO NACOES SHOPPING,REST0248.1_145697,REST0248.119-0000P,7890400007098.0,,REST0248.1 - TOP COM LASTEX COSTAS (REST0248),TOP,Cor19-0000 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0248.1-001.jpg,79.9,79.9,79.9,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0268_147047,REST026819-0000P,7890400008989.0,,REST0268 - SAIA CURTA COM LAÇO,SAIAACETINADA,Cor19-0000 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0268-001.jpg,79.0,79.0,139.9,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0316_148742,REST031619-0000P,7890400012931.0,,REST0316 - MINI SAIA BOLSO CARGO,MINI,Cor19-0000 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0316-vinho-6.jpg,79.0,-79.0,0.0,08-02-2026
RITMI STUDIO NACOES SHOPPING,REST0316_148742,REST031619-1522P,7890400012979.0,,REST0316 - MINI SAIA BOLSO CARGO,MINI,Cor19-1522 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0316-vinho-6.jpg,79.0,79.0,109.9,19-02-2026
RITMI STUDIO NACOES SHOPPING,REST0316_148742,REST031619-1522PP,7890400012962.0,,REST0316 - MINI SAIA BOLSO CARGO,MINI,Cor19-1522 - PP,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0316-vinho-6.jpg,79.0,79.0,109.9,19-02-2026
RITMI STUDIO NACOES SHOPPING,REST0316_148742,REST0316VN19-1559 P,7890400013013.0,,REST0316 - MINI SAIA BOLSO CARGO,MINI,CorVN19-1559 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0316-vinho-6.jpg,109.9,-109.9,0.0,15-02-2026
RITMI STUDIO NACOES SHOPPING,REST0339_147702,REST033918-1763GG,7890400013693.0,,REST0339 - CAMISA C/ BABADOS NA MANGA,CAMISA,Cor18-1763 - GG,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://placehold.co/600x400?text=Sem_Imagem,119.9,119.9,49.89,19-02-2026
RITMI STUDIO NACOES SHOPPING,REST0356_147808,REST035617-1563M,7890400017721.0,,REST0356 - BLUSA GOLA ALTA E MG LONGA,BLUSA,Cor17-1563 - M,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0356-001.jpg,59.0,59.0,59.9,27-02-2026
RITMI STUDIO NACOES SHOPPING,REST0356_147808,REST035617-1563P,7890400017714.0,,REST0356 - BLUSA GOLA ALTA E MG LONGA,BLUSA,Cor17-1563 - P,,RITMI STUDIO,Feminino Adulto,,3.0,0.0,3.0,https://s.ritmi.com.br/product/2024/11/rest0356-001.jpg,59.0,177.0,179.7,27-02-2026
RITMI STUDIO NACOES SHOPPING,REST0359_147821,REST035918-1659M,7890400015567.0,,REST0359 - BLUSA DE MALHA GOLA DOBRADA,BLUSA,Cor18-1659 - M,,RITMI STUDIO,Feminino Adulto,,6.0,0.0,6.0,https://s.ritmi.com.br/product/2025/01/6968.jpg,99.9,599.4,599.4,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0359_147821,REST035918-1659P,7890400015550.0,,REST0359 - BLUSA DE MALHA GOLA DOBRADA,BLUSA,Cor18-1659 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2025/01/6968.jpg,99.9,-99.9,-99.9,26-02-2026
RITMI STUDIO NACOES SHOPPING,REST0405.2_148193,REST0405.216-3310P,7890400013884.0,,REST0405.2 - BLUSA COM BABADO (REST0408),BERMUDA,Cor16-3310 - P,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/01/ritmi-dia01-8778-2401132348.jpg,99.9,199.8,199.8,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0453.1_151837,REST0453.119-0000G,7890400019435.0,,REST0453.1 - B LUSA AMPLA MANGA LONGA (REST0453),BERMUDA,Cor19-0000 - G,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0453.1-003.jpg,99.9,99.9,99.9,27-02-2026
RITMI STUDIO NACOES SHOPPING,REST0453.2_151838,REST0453.219-0000M,7890400019503.0,,REST0453.2 - CALÇA WIDE LISA COM NERVURA (REST0454),BERMUDA,Cor19-0000 - M,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0453.2-001.jpg,119.9,-119.9,0.0,16-12-2025
RITMI STUDIO NACOES SHOPPING,REST0462.2_151132,REST0462.217-1537M,7890400017080.0,,REST0462.2 - CALÇA COM ACESSORIO (REST0463),CALÇA,Cor17-1537 - M,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2024/11/rest0462.2-003.jpg,179.9,359.8,359.8,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0462.2_151132,REST0462.217-1537P,7890400017073.0,,REST0462.2 - CALÇA COM ACESSORIO (REST0463),CALÇA,Cor17-1537 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/11/rest0462.2-003.jpg,179.9,179.9,179.9,27-02-2026
RITMI STUDIO NACOES SHOPPING,REST0510.1_154083,REST0510.119-3939P,7890400021063.0,,REST0510.1 - REGATA UM OMBRO SÓ,REGATA,Cor19-3939 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/12/rest0510.1.2-4207-0412183421.jpg,145.9,145.9,66.25,13-11-2025
RITMI STUDIO NACOES SHOPPING,REST0510.2_154084,REST0510.216-0928GG,7890400021131.0,,REST0510.2 - CALÇA RETA DE ALFAIATARIA,CALÇA,Cor16-0928 - GG,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/12/rest0510.1.2-4166-0412183510.jpg,139.9,-139.9,0.0,19-11-2025
RITMI STUDIO NACOES SHOPPING,REST0510.2_154084,REST0510.219-3939GG,7890400021179.0,,REST0510.2 - CALÇA RETA DE ALFAIATARIA,CALÇA,Cor19-3939 - GG,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/12/rest0510.1.2-4166-0412183510.jpg,139.9,139.9,66.25,13-11-2025
RITMI STUDIO NACOES SHOPPING,REST0510.2_154084,REST0510.219-3939P,7890400021148.0,,REST0510.2 - CALÇA RETA DE ALFAIATARIA,CALÇA,Cor19-3939 - P,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/12/rest0510.1.2-4166-0412183510.jpg,139.9,-139.9,0.0,26-11-2025
RITMI STUDIO NACOES SHOPPING,REST0567.1_154046,REST0567.115-4020PP,7890400025009.0,,REST0567.1 - BLUSA DE LISTRAS,BLUSA,Cor15-4020 - PP,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/12/rest0567-1-6.jpg,69.9,-69.9,-28.44,03-12-2025
RITMI STUDIO NACOES SHOPPING,REST0567.1_154046,REST0567.118-1660PP,7890400025054.0,,REST0567.1 - BLUSA DE LISTRAS,BLUSA,Cor18-1660 - PP,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/12/rest0567-1-6.jpg,69.9,69.9,66.25,13-11-2025
RITMI STUDIO NACOES SHOPPING,REST0600.2_154498,REST0600.217-4247PP,7890400030966.0,,REST0600.2 - CALÇA RETA COM PENCE COSTAS,CALÇA,Cor17-4247 - PP,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/11/rest0600.2-calca-reta-estampada-ritmi-studio-2.jpg,79.0,-79.0,-169.9,03-12-2025
RITMI STUDIO NACOES SHOPPING,REST0601.1_154601,REST0601.117-0535G,7890400030577.0,,REST0601.1 - BLUSA ALONGADA MC,BLUSA,Cor17-0535 - G,,RITMI STUDIO,Feminino Adulto,,3.0,0.0,3.0,https://s.ritmi.com.br/product/2025/04/11.jpg,59.0,177.0,198.75,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0601.1_154601,REST0601.117-0535GG,7890400030584.0,,REST0601.1 - BLUSA ALONGADA MC,BLUSA,Cor17-0535 - GG,,RITMI STUDIO,Feminino Adulto,,3.0,0.0,3.0,https://s.ritmi.com.br/product/2025/04/11.jpg,59.0,177.0,198.75,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0601.1_154601,REST0601.117-0535M,7890400030560.0,,REST0601.1 - BLUSA ALONGADA MC,BLUSA,Cor17-0535 - M,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/04/11.jpg,59.0,118.0,132.5,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0601.1_154601,REST0601.117-0535P,7890400030553.0,,REST0601.1 - BLUSA ALONGADA MC,BLUSA,Cor17-0535 - P,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/04/11.jpg,59.0,118.0,132.5,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0601.1_154601,REST0601.117-0535PP,7890400030546.0,,REST0601.1 - BLUSA ALONGADA MC,BLUSA,Cor17-0535 - PP,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/04/11.jpg,59.0,118.0,132.5,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0601.1_154601,REST0601.119-0000P,7890400030607.0,,REST0601.1 - BLUSA ALONGADA MC,BLUSA,Cor19-0000 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2025/04/11.jpg,59.0,59.0,66.25,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0601.1_154601,REST0601.119-0000PP,7890400030591.0,,REST0601.1 - BLUSA ALONGADA MC,BLUSA,Cor19-0000 - PP,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/04/11.jpg,59.0,118.0,132.5,28-08-2025
RITMI STUDIO NACOES SHOPPING,REST0609.1_154519,REST0609.111-0602PP,7890400029168.0,,REST0609.1 - CAMISA MANGA BUFANTE,CAMISA,Cor11-0602 - PP,,RITMI STUDIO,Feminino Adulto,,-1.0,0.0,-1.0,https://s.ritmi.com.br/product/2024/12/rest0609.1-001.jpg,109.9,-109.9,-49.16,03-12-2025
RITMI STUDIO NACOES SHOPPING,REST0649_154880,REST064917-4139P,7890400035091.0,,REST0649 - CAMISA COM CINTO FIXO,CAMISA,Cor17-4139 - P,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2025/01/26.jpg,179.9,179.9,77.12,10-10-2025
RITMI STUDIO NACOES SHOPPING,REST0683_156097,REST068311-0602G,7890400027447.0,,REST0683 - VESTIDO BALONÊ MID,VESTIDO,Cor11-0602 - G,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/12/rest0683-6432.jpg,189.9,189.9,82.1,13-11-2025
RITMI STUDIO NACOES SHOPPING,REST0683_156097,REST068311-0602M,7890400027430.0,,REST0683 - VESTIDO BALONÊ MID,VESTIDO,Cor11-0602 - M,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/12/rest0683-6432.jpg,189.9,189.9,82.1,13-11-2025
RITMI STUDIO NACOES SHOPPING,REST0765_158067,REST076518-3027M,7890400036098.0,,REST0765 - VESTIDO MIDI CACHECOURT,VESTIDO,Cor18-3027 - M,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/12/rest0765-5908.jpg,99.0,99.0,190.17,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0765_158067,REST076519-3919G,7890400036142.0,,REST0765 - VESTIDO MIDI CACHECOURT,VESTIDO,Cor19-3919 - G,,RITMI STUDIO,Feminino Adulto,,1.0,0.0,1.0,https://s.ritmi.com.br/product/2024/12/rest0765-5908.jpg,99.0,99.0,186.23,11-03-2026
RITMI STUDIO NACOES SHOPPING,REST0794.2_159536,REST0794.215-0318G,7890400037064.0,,REST0794.2 - BERMUDA COM PREGAS,BERMUDA,Cor15-0318 - G,,RITMI STUDIO,Feminino Adulto,,2.0,0.0,2.0,https://s.ritmi.com.br/product/2025/01/151-2901135536.jpg,119.9,239.8,104.38,05-09-2025
RITMI STUDIO NACOES SHOPPING,REST0794.2_159536,REST0794.215-0318M,7890400037057.0,,REST0794.2 - BERMUDA COM PREGAS,BERMUDA,Cor15-0318 - M,,RITMI STUDIO,Feminino Adulto,,4.0,0.0,4.0,https://s.ritmi.com.br/product/2025/01/151-2901135536.jpg,119.9,479.6,208.76,28-08-2025
